Strategy 1,Strategy 2,winner,# cards played,wars
2,2,1,41,5
2,2,1,218,16
2,2,2,132,14
2,2,2,63,7
2,2,1,222,22
2,2,2,58,4
2,2,2,465,33
2,2,2,291,26
2,2,1,53,5
2,2,1,262,22
2,2,1,811,51
2,2,2,540,38
2,2,2,81,9
2,2,2,47,3
2,2,2,233,17
2,2,2,499,41
2,2,1,370,26
2,2,1,147,13
2,2,2,624,56
2,2,2,141,7
2,2,2,269,29
2,2,1,291,21
2,2,2,312,28
2,2,2,117,7
2,2,2,145,11
2,2,1,122,14
2,2,1,458,32
2,2,2,645,55
2,2,1,54,2
2,2,1,306,28
2,2,1,83,7
2,2,2,75,5
2,2,1,130,6
2,2,1,195,13
2,2,1,99,7
2,2,1,168,12
2,2,1,70,4
2,2,1,144,10
2,2,2,132,10
2,2,1,501,39
2,2,2,78,6
2,2,1,281,17
2,2,2,51,3
2,2,1,125,9
2,2,1,104,4
2,2,1,199,17
2,2,1,467,43
2,2,1,258,20
2,2,2,205,13
2,2,1,105,5
2,2,1,234,22
2,2,2,890,54
2,2,2,312,18
2,2,2,111,5
2,2,2,91,11
2,2,2,73,5
2,2,1,99,7
2,2,2,263,21
2,2,1,243,17
2,2,1,262,16
2,2,1,75,7
2,2,2,411,31
2,2,1,51,3
2,2,2,669,51
2,2,2,217,19
2,2,1,207,17
2,2,1,137,10
2,2,2,397,23
2,2,1,225,17
2,2,2,64,6
2,2,1,51,7
2,2,2,255,24
2,2,2,72,4
2,2,2,153,13
3,0,1,2600,12
3,0,1,1274,16
3,0,1,2600,11
3,0,1,2600,28
3,0,1,2600,22
3,0,1,362,9
3,0,1,2600,4
3,0,2,2600,5
3,0,1,2600,10
3,0,1,2600,13
3,0,1,2600,16
3,0,1,769,20
3,0,1,2600,9
3,0,1,2600,26
3,0,1,101,5
3,0,1,2600,21
3,0,1,2600,23
3,0,1,2600,11
3,0,1,316,8
3,0,1,2600,21
3,0,1,236,14
3,0,1,2600,13
3,0,1,1563,7
3,0,1,1418,12
3,0,1,2600,9
3,0,1,462,16
3,0,1,594,10
3,0,1,2600,17
3,0,1,2600,16
3,0,1,2600,7
3,0,1,1572,22
3,0,2,2600,4
3,0,1,2600,1
3,0,1,2600,14
3,0,1,509,13
3,0,1,2600,6
3,0,1,2600,3
3,0,1,2600,28
3,0,1,2600,15
3,0,1,1607,21
3,0,1,2600,8
3,0,1,856,8
3,0,1,2600,2
3,0,1,2600,15
3,0,1,2600,7
3,0,1,304,17
3,0,1,2121,17
3,0,1,927,15
3,0,1,585,21
3,0,2,2600,1
3,0,1,2600,8
3,0,1,1098,20
3,0,1,2600,10
3,0,1,1071,13
3,0,2,2600,14
3,0,1,2600,8
3,0,1,2600,9
3,0,1,417,11
3,0,1,645,17
3,0,1,2600,10
3,0,1,711,14
3,0,1,74,5
3,0,1,2600,15
3,0,1,722,12
3,0,1,2600,9
3,0,1,2600,8
3,0,1,50,6
3,0,1,2600,22
3,0,1,2600,12
3,0,1,267,5
3,0,1,659,11
3,0,1,362,6
3,0,1,2600,11
3,0,1,922,16
3,0,1,139,7
3,0,1,398,12
3,0,1,1767,31
3,0,1,296,14
3,0,1,914,16
3,0,1,780,8
3,0,1,1022,12
3,0,1,2600,11
3,0,1,2600,2
3,0,1,2600,12
3,0,1,2600,17
3,0,1,516,8
3,0,1,2600,6
3,0,1,248,4
3,0,1,1526,24
3,0,1,2600,5
3,0,1,2600,17
3,0,1,974,18
3,0,1,420,13
3,0,1,1486,14
3,0,1,367,15
3,0,1,149,10
3,0,1,2600,4
3,0,1,2600,12
3,0,1,2600,3
3,0,1,2600,6
3,1,1,472,40
3,1,1,35,3
3,1,1,219,15
3,1,1,312,26
3,1,1,144,8
3,1,1,190,14
3,1,1,53,7
3,1,1,144,12
3,1,1,393,37
3,1,1,45,7
3,1,1,122,14
3,1,2,364,20
3,1,1,49,5
3,1,1,162,12
3,1,1,174,12
3,1,1,411,27
3,1,1,86,8
3,1,1,141,13
3,1,1,60,6
3,1,1,50,6
3,1,1,51,1
3,1,2,157,11
3,1,1,99,7
3,1,2,347,29
3,1,2,72,2
3,1,1,168,6
3,1,1,649,43
3,1,1,598,46
3,1,1,286,22
3,1,1,48,6
3,1,1,149,11
3,1,1,95,9
3,1,1,84,2
3,1,2,126,10
3,1,1,273,31
3,1,1,137,9
3,1,1,216,16
3,1,1,512,54
3,1,1,731,69
3,1,1,277,25
3,1,2,263,19
3,1,1,152,10
3,1,1,106,12
3,1,1,359,23
3,1,2,82,8
3,1,1,62,6
3,1,2,501,31
3,1,1,43,3
3,1,1,112,12
3,1,2,255,19
3,1,1,116,8
3,1,1,82,4
3,1,1,43,5
3,1,1,127,13
3,1,1,62,4
3,1,1,540,36
3,1,2,84,4
3,1,1,238,24
3,1,2,64,2
3,1,1,372,36
3,1,1,672,52
3,1,1,300,18
3,1,1,125,5
3,1,2,327,21
3,1,1,216,12
3,1,1,55,3
3,1,1,425,29
3,1,1,96,8
3,1,1,144,12
3,1,1,111,7
3,1,1,260,24
3,1,1,138,12
3,1,2,63,1
3,1,1,133,11
3,1,2,90,9
3,1,1,111,9
3,1,1,329,23
3,1,1,142,10
3,1,1,141,13
3,1,1,164,10
3,1,1,199,9
3,1,1,231,17
3,1,1,271,21
3,1,2,171,13
3,1,1,110,8
3,1,1,184,12
3,1,1,98,6
3,1,2,120,10
3,1,1,66,4
3,1,1,77,7
3,1,1,109,7
3,1,1,227,13
3,1,1,40,6
3,1,1,130,8
3,1,1,171,15
3,1,1,53,5
3,1,2,80,4
3,1,1,159,13
3,1,1,120,6
3,1,2,47,1
3,2,2,92,2
3,2,2,170,14
3,2,2,87,5
3,2,1,344,26
3,2,1,718,54
3,2,2,103,7
3,2,1,126,8
3,2,1,365,21
3,2,1,217,16
3,2,2,172,10
3,2,2,60,4
3,2,1,178,10
3,2,2,583,41
3,2,1,285,21
3,2,1,84,8
3,2,2,157,14
3,2,2,166,8
3,2,1,116,8
3,2,2,135,13
3,2,2,243,23
3,2,2,396,28
3,2,2,367,35
3,2,2,259,21
3,2,1,93,7
3,2,1,46,4
3,2,1,158,16
3,2,2,499,31
3,2,1,123,11
3,2,1,64,2
3,2,2,250,26
3,2,2,323,28
3,2,2,65,5
3,2,1,86,6
3,2,1,229,11
3,2,1,201,21
3,2,2,357,27
3,2,2,79,9
3,2,2,261,15
3,2,2,206,12
3,2,2,319,31
3,2,1,453,37
3,2,1,155,13
3,2,1,238,22
3,2,2,739,47
3,2,2,134,10
3,2,1,415,37
3,2,2,181,14
3,2,2,346,23
3,2,1,610,52
3,2,2,70,8
3,2,2,121,11
3,2,1,93,9
3,2,1,269,19
3,2,1,332,30
3,2,1,303,29
3,2,1,35,3
3,2,1,136,6
3,2,2,177,15
3,2,1,77,5
3,2,1,138,12
3,2,1,218,20
3,2,2,655,37
3,2,2,60,4
3,2,1,102,2
3,2,2,303,17
3,2,1,543,41
3,2,1,277,15
3,2,2,126,7
3,2,2,149,9
3,2,1,71,3
3,2,2,271,13
3,2,2,221,15
3,2,1,123,7
3,2,2,253,17
3,2,1,214,14
3,2,2,298,24
3,2,2,280,22
3,2,1,521,41
3,2,2,116,6
3,2,1,240,14
3,2,1,245,21
3,2,1,45,3
3,2,2,332,34
3,2,1,65,9
3,2,1,72,6
3,2,1,832,82
3,2,2,132,18
3,2,2,106,8
3,2,1,88,4
3,2,2,88,8
3,2,1,320,26
3,2,2,238,28
3,2,2,79,5
3,2,1,268,18
3,2,1,111,5
3,2,2,94,10
3,2,2,231,21
3,2,1,425,41
3,2,1,76,7
3,2,2,274,18
3,3,1,68,4
3,3,1,638,52
3,3,2,57,3
3,3,2,250,18
3,3,1,64,4
3,3,1,191,11
3,3,1,368,26
3,3,1,299,27
3,3,2,210,14
3,3,1,443,37
3,3,2,217,22
3,3,1,1250,96
3,3,1,166,10
3,3,1,37,3
3,3,1,112,10
3,3,1,254,20
3,3,1,261,29
3,3,1,195,15
3,3,1,544,42
3,3,1,315,25
3,3,1,131,9
3,3,2,141,11
3,3,1,60,9
3,3,1,258,22
3,3,2,64,2
3,3,2,133,11
3,3,1,1001,77
3,3,2,77,5
3,3,1,210,16
3,3,2,130,13
3,3,2,92,4
3,3,1,222,12
3,3,2,217,17
3,3,1,123,5
3,3,1,78,6
3,3,2,138,16
3,3,1,78,8
3,3,2,127,11
3,3,1,199,13
3,3,1,160,13
3,3,2,101,6
3,3,1,118,10
3,3,2,294,22
3,3,2,530,42
3,3,1,232,26
3,3,2,158,16
3,3,1,32,8
3,3,1,277,23
3,3,2,469,39
3,3,1,638,54
3,3,1,467,27
3,3,2,306,34
3,3,1,83,5
3,3,2,239,19
3,3,1,330,32
3,3,2,86,4
3,3,1,143,9
3,3,2,73,5
3,3,1,128,10
3,3,2,236,18
3,3,1,154,12
3,3,1,131,13
3,3,2,90,8
3,3,1,379,29
3,3,1,197,13
3,3,1,145,9
3,3,2,303,29
3,3,2,272,19
3,3,2,190,16
3,3,2,947,65
3,3,1,74,4
3,3,1,187,13
3,3,2,68,6
3,3,2,181,19
3,3,1,60,4
3,3,1,256,22
3,3,2,122,10
3,3,1,196,20
3,3,1,79,5
3,3,1,89,5
3,3,2,125,13
3,3,2,135,13
3,3,2,141,7
3,3,2,246,20
3,3,2,99,5
3,3,2,332,24
3,3,1,197,17
3,3,1,469,33
3,3,1,56,6
3,3,2,71,7
3,3,1,52,4
3,3,2,60,8
3,3,1,82,8
3,3,1,66,4
3,3,2,165,17
3,3,2,364,22
3,3,1,214,24
3,3,1,96,10
3,3,1,126,8
3,3,2,208,16
,,,,
0,0,1,277,17
0,0,2,141,9
0,0,1,86,5
0,0,1,176,12
0,0,2,97,13
0,0,1,201,15
0,0,1,276,18
0,0,2,76,6
0,0,2,403,29
0,0,1,296,24
0,0,2,327,27
0,0,1,92,8
0,0,2,467,37
0,0,2,142,11
0,0,1,182,16
0,0,2,136,6
0,0,1,449,37
0,0,2,111,9
0,0,2,603,47
0,0,2,209,13
0,0,1,138,11
0,0,2,249,21
0,0,2,143,11
0,0,1,174,10
0,0,2,238,16
0,0,1,663,43
0,0,2,221,15
0,0,1,446,32
0,0,1,183,7
0,0,2,567,43
0,0,2,1090,88
0,0,1,72,8
0,0,2,124,4
0,0,1,363,21
0,0,2,198,16
0,0,1,1545,117
0,0,2,172,8
0,0,1,107,9
0,0,1,661,43
0,0,1,115,9
0,0,2,248,20
0,0,2,115,5
0,0,1,120,10
0,0,2,182,16
0,0,2,200,16
0,0,2,59,5
0,0,1,428,32
0,0,1,214,10
0,0,1,204,14
0,0,2,430,30
0,0,2,175,11
0,0,1,197,15
0,0,2,259,15
0,0,1,338,28
0,0,2,959,79
0,0,2,150,17
0,0,2,273,23
0,0,1,144,12
0,0,1,182,10
0,0,1,324,18
0,0,1,168,10
0,0,1,84,4
0,0,1,561,43
0,0,2,131,9
0,0,1,131,5
0,0,1,106,8
0,0,1,204,16
0,0,1,416,30
0,0,2,534,36
0,0,1,330,30
0,0,2,223,13
0,0,2,777,51
0,0,1,154,10
0,0,2,310,16
0,0,2,937,76
0,0,2,827,70
0,0,2,311,23
0,0,1,468,25
0,0,1,333,21
0,0,2,226,18
0,0,2,205,13
0,0,1,388,30
0,0,1,97,1
0,0,1,431,27
0,0,1,205,13
0,0,1,107,7
0,0,1,1004,80
0,0,2,389,27
0,0,1,416,34
0,0,2,456,30
0,0,1,123,5
0,0,1,194,13
0,0,1,133,9
0,0,2,1059,75
0,0,2,131,11
0,0,1,208,18
0,0,2,427,33
0,0,1,603,49
0,0,1,207,13
0,0,2,253,23
1,0,2,2600,15
1,0,1,2600,8
1,0,2,657,11
1,0,2,2600,7
1,0,1,2600,6
1,0,2,1766,28
1,0,1,2600,5
1,0,1,2600,18
1,0,2,2600,26
1,0,2,2600,17
1,0,2,2600,8
1,0,2,2600,26
1,0,1,2600,9
1,0,1,2600,4
1,0,1,2600,27
1,0,1,2600,20
1,0,2,2600,18
1,0,1,2600,3
1,0,2,2600,8
1,0,1,2600,15
1,0,1,2600,9
1,0,2,2600,11
1,0,1,2600,7
1,0,2,2600,8
1,0,2,2600,10
1,0,1,2600,9
1,0,1,2600,12
1,0,2,2600,6
1,0,2,2600,11
1,0,2,2600,4
1,0,2,2600,3
1,0,2,2600,15
1,0,1,2600,0
1,0,2,2600,30
1,0,1,2600,7
1,0,2,2600,4
1,0,1,773,13
1,0,2,2600,13
1,0,2,2600,5
1,0,1,2600,6
1,0,1,2600,18
1,0,1,2600,10
1,0,2,1239,19
1,0,2,2600,8
1,0,2,2600,7
1,0,2,1049,17
1,0,2,2600,3
1,0,2,2600,10
1,0,2,2600,10
1,0,2,2600,8
1,0,1,2600,11
1,0,2,2600,15
1,0,1,127,5
1,0,1,2600,18
1,0,1,2600,15
1,0,2,2600,19
1,0,1,2600,11
1,0,1,2600,13
1,0,2,2600,25
1,0,1,2600,28
1,0,2,1317,13
1,0,2,2600,16
1,0,1,2600,24
1,0,1,2600,13
1,0,1,2600,9
1,0,2,2600,12
1,0,2,2600,11
1,0,1,2600,12
1,0,1,2600,14
1,0,1,2600,8
1,0,2,2600,6
1,0,2,2600,18
1,0,2,2600,17
1,0,2,2600,10
1,0,2,2600,6
1,0,1,557,9
1,0,1,328,12
1,0,2,2600,10
1,0,1,1153,13
1,0,2,2600,17
1,0,2,2600,1
1,0,2,2600,23
1,0,1,2600,14
1,0,1,2600,9
1,0,1,2600,25
1,0,1,2600,8
1,0,2,2600,16
1,0,2,2600,13
1,0,2,1124,12
1,0,2,2600,5
1,0,1,2600,12
1,0,2,2600,17
1,0,1,2600,14
1,0,1,2600,14
1,0,1,2600,10
1,0,1,2600,20
1,0,1,2600,35
1,0,1,1119,15
1,0,1,2600,9
1,0,2,2600,25
,,,,
1,0,2,2600,17
1,0,2,2600,11
1,0,2,2600,6
1,0,1,2600,17
1,0,2,2600,1
1,0,2,456,6
1,0,2,2600,8
1,0,1,2600,11
1,0,2,2600,14
1,0,2,144,8
1,0,2,2600,16
1,0,2,2600,14
1,0,2,2600,13
1,0,1,2600,5
1,0,1,2600,15
1,0,1,2600,15
1,0,1,2600,7
1,0,1,2600,34
1,0,1,2600,8
1,0,2,2600,12
1,0,2,2600,9
1,0,1,87,4
1,0,2,1465,11
1,0,1,1242,12
1,0,2,2600,12
1,0,2,2600,23
1,0,1,2600,24
1,0,2,2600,10
1,0,2,2600,17
1,0,2,2600,16
1,0,2,2600,6
1,0,1,2600,8
1,0,2,2600,9
1,0,2,2600,4
1,0,1,2600,9
1,0,1,2600,13
1,0,2,2600,12
1,0,1,2600,7
1,0,2,2600,10
1,0,1,2600,7
1,0,1,290,12
1,0,1,2600,15
1,0,1,2600,8
1,0,2,44,4
1,0,1,2600,12
1,0,2,2600,15
1,0,1,100,4
1,0,2,2600,9
1,0,2,2600,22
1,0,2,2600,1
1,0,1,1854,20
1,0,2,2600,10
1,0,2,58,8
1,0,1,2600,7
1,0,2,1040,12
1,0,1,2600,6
1,0,1,2600,12
1,0,2,65,5
1,0,2,2600,23
1,0,1,2600,7
1,0,1,2600,6
1,0,1,1744,18
1,0,2,2600,15
1,0,1,2600,23
1,0,1,2600,20
1,0,2,2600,6
1,0,2,2600,25
1,0,1,2600,5
1,0,2,379,17
1,0,2,2600,13
1,0,1,2600,5
1,0,1,2600,15
1,0,1,2600,7
1,0,1,2600,13
1,0,1,306,10
1,0,2,2600,9
1,0,2,2600,14
1,0,2,2600,6
1,0,2,2600,8
1,0,2,2600,9
1,0,2,943,17
1,0,1,2600,9
1,0,2,2600,6
1,0,1,2600,20
1,0,1,2600,13
1,0,1,2176,24
1,0,2,2600,16
1,0,2,825,13
1,0,1,948,16
1,0,2,2600,18
1,0,2,2600,6
1,0,1,2600,20
1,0,2,1274,14
1,0,1,2600,7
1,0,2,2600,9
1,0,1,2600,3
1,0,1,2600,4
1,0,2,2600,12
1,0,1,2600,8
1,0,1,968,20
2,0,1,90,6
2,0,1,251,7
2,0,1,564,16
2,0,1,2600,6
2,0,1,440,20
2,0,1,834,24
2,0,1,386,16
2,0,1,352,15
2,0,1,2600,16
2,0,1,2600,9
2,0,1,2600,27
2,0,1,2600,10
2,0,1,2600,11
2,0,1,1886,20
2,0,1,1529,17
2,0,1,2600,7
2,0,1,1201,27
2,0,1,960,14
2,0,1,2600,9
2,0,1,2600,7
2,0,2,2600,20
2,0,1,2600,3
2,0,1,2600,14
2,0,1,369,14
2,0,1,1050,24
2,0,1,289,11
2,0,1,356,14
2,0,1,1210,10
2,0,1,114,6
2,0,1,2600,11
2,0,1,2600,15
2,0,1,624,16
2,0,1,2600,6
2,0,1,2600,17
2,0,1,2232,40
2,0,1,696,20
2,0,1,623,7
2,0,1,786,12
2,0,1,1489,31
2,0,1,582,14
2,0,1,1510,29
2,0,1,777,19
2,0,1,2600,5
2,0,1,336,11
2,0,1,329,17
2,0,1,2600,2
2,0,1,1731,39
2,0,1,1016,16
2,0,1,2600,5
2,0,1,605,11
2,0,1,1706,40
2,0,1,2600,10
2,0,1,1881,39
2,0,1,2600,14
2,0,1,48,8
2,0,1,2600,17
2,0,1,2600,16
2,0,1,2600,9
2,0,2,2600,7
2,0,2,2600,8
2,0,1,2600,4
2,0,1,974,27
2,0,2,2600,4
2,0,1,2600,43
2,0,1,533,15
2,0,1,2600,9
2,0,1,2600,27
2,0,1,2600,27
2,0,2,2600,11
2,0,1,171,11
2,0,1,420,10
2,0,1,1520,31
2,0,1,2600,10
2,0,1,316,10
2,0,1,2600,12
2,0,1,792,14
2,0,1,2600,12
2,0,1,2600,10
2,0,1,898,20
2,0,1,2600,50
2,0,1,2600,18
2,0,1,734,12
2,0,1,473,15
2,0,1,435,17
2,0,1,121,5
2,0,1,413,5
2,0,1,1125,15
2,0,1,2600,6
2,0,1,2600,9
2,0,1,741,11
2,0,1,211,7
2,0,1,2600,10
2,0,1,892,30
2,0,1,2388,34
2,0,1,495,9
2,0,1,592,10
2,0,1,1346,36
2,0,1,1060,10
2,0,2,2600,6
2,0,1,455,15
3,0,1,2600,11
3,0,1,94,10
3,0,1,2600,12
3,0,1,2600,10
3,0,1,75,5
3,0,1,2600,8
3,0,2,2600,16
3,0,2,2600,2
3,0,1,2600,23
3,0,2,131,7
3,0,1,2600,16
3,0,2,2600,4
3,0,1,2600,17
3,0,1,2600,23
3,0,1,2600,4
3,0,1,2600,3
3,0,1,2600,8
3,0,1,2600,22
3,0,1,2600,9
3,0,1,2600,7
3,0,1,781,17
3,0,2,2600,5
3,0,1,2600,9
3,0,1,2600,26
3,0,1,2600,5
3,0,2,2600,24
3,0,1,2600,23
3,0,1,712,10
3,0,1,130,5
3,0,1,2600,18
3,0,1,2600,7
3,0,2,2600,18
3,0,1,2600,7
3,0,1,697,15
3,0,1,2600,24
3,0,1,558,8
3,0,1,2600,5
3,0,1,1481,19
3,0,1,822,24
3,0,1,149,9
3,0,1,2600,7
3,0,1,478,19
3,0,1,1807,27
3,0,1,523,17
3,0,1,2600,7
3,0,1,2600,32
3,0,1,2600,19
3,0,1,2600,14
3,0,1,2600,15
3,0,1,2600,8
3,0,1,2600,13
3,0,1,2600,8
3,0,1,871,11
3,0,1,1216,14
3,0,1,2600,7
3,0,1,2600,16
3,0,1,2600,3
3,0,1,2600,19
3,0,1,2600,13
3,0,1,1609,33
3,0,1,2600,16
3,0,1,1011,19
3,0,1,2600,7
3,0,1,2600,0
3,0,1,2600,24
3,0,1,2600,9
3,0,2,2600,4
3,0,1,2600,6
3,0,1,443,9
3,0,1,1392,14
3,0,1,2600,10
3,0,1,2600,18
3,0,1,2600,5
3,0,1,2600,10
3,0,1,224,8
3,0,1,2600,6
3,0,1,578,12
3,0,1,120,6
3,0,1,330,7
3,0,1,2600,9
3,0,1,1148,36
3,0,1,2600,15
3,0,1,2600,6
3,0,1,2600,6
3,0,1,2600,18
3,0,1,2600,22
3,0,1,2600,18
3,0,1,563,15
3,0,1,2600,9
3,0,1,2600,10
3,0,1,1050,11
3,0,1,2600,6
3,0,1,2600,12
3,0,1,2600,7
3,0,1,2600,8
3,0,1,2600,12
3,0,1,2600,5
3,0,1,2600,8
3,0,1,2600,6
3,0,1,1266,18
1,1,2,144,8
1,1,1,699,57
1,1,2,91,5
1,1,2,350,32
1,1,2,383,33
1,1,1,64,4
1,1,1,155,11
1,1,1,186,12
1,1,1,243,17
1,1,2,545,43
1,1,2,105,9
1,1,1,289,21
1,1,1,39,3
1,1,1,188,16
1,1,1,962,64
1,1,1,70,8
1,1,2,266,16
1,1,1,309,21
1,1,1,115,9
1,1,1,581,47
1,1,2,77,9
1,1,2,45,3
1,1,2,59,7
1,1,1,328,32
1,1,2,210,12
1,1,1,271,23
1,1,1,307,19
1,1,2,227,17
1,1,1,98,8
1,1,1,816,56
1,1,2,352,32
1,1,1,189,11
1,1,1,169,19
1,1,1,281,15
1,1,2,96,9
1,1,1,226,16
1,1,2,60,2
1,1,1,410,34
1,1,2,93,7
1,1,1,59,3
1,1,2,699,59
1,1,1,159,12
1,1,2,442,36
1,1,2,34,2
1,1,1,75,5
1,1,1,117,7
1,1,2,197,9
1,1,1,329,23
1,1,1,222,18
1,1,2,364,18
1,1,1,217,19
1,1,2,207,21
1,1,1,109,11
1,1,2,316,24
1,1,2,347,23
1,1,1,321,29
1,1,1,225,25
1,1,2,891,65
1,1,2,327,23
1,1,1,83,9
1,1,1,190,16
1,1,2,62,4
1,1,1,396,38
1,1,1,62,4
1,1,1,376,30
1,1,2,51,7
1,1,2,518,38
1,1,2,76,8
1,1,2,568,40
1,1,1,217,23
1,1,1,104,10
1,1,1,73,5
1,1,2,343,25
1,1,2,101,9
1,1,2,121,5
1,1,1,210,12
1,1,1,353,25
1,1,2,54,4
1,1,1,251,19
1,1,1,407,31
1,1,1,53,1
1,1,2,69,5
1,1,2,430,32
1,1,2,321,21
1,1,2,338,26
1,1,1,151,13
1,1,1,151,7
1,1,1,287,33
1,1,1,68,0
1,1,2,253,15
1,1,1,48,4
1,1,1,259,23
1,1,1,653,37
1,1,1,403,31
1,1,2,967,77
1,1,1,147,13
1,1,2,113,7
1,1,1,144,10
1,1,2,842,60
1,1,1,486,36
2,1,1,65,3
2,1,1,372,22
2,1,2,318,26
2,1,1,206,12
2,1,1,106,6
2,1,1,398,36
2,1,1,307,21
2,1,1,137,15
2,1,1,280,20
2,1,1,138,12
2,1,1,48,6
2,1,1,146,14
2,1,1,128,10
2,1,1,56,6
2,1,2,63,7
2,1,1,277,23
2,1,1,298,22
2,1,1,380,30
2,1,1,225,15
2,1,1,130,6
2,1,1,144,12
2,1,1,101,3
2,1,2,139,7
2,1,1,214,28
2,1,1,305,21
2,1,1,37,3
2,1,1,277,29
2,1,1,65,7
2,1,2,208,18
2,1,1,58,4
2,1,1,250,18
2,1,1,110,8
2,1,1,226,18
2,1,1,223,17
2,1,1,196,12
2,1,1,51,7
2,1,1,89,5
2,1,1,93,9
2,1,1,791,65
2,1,1,241,29
2,1,1,136,10
2,1,1,71,7
2,1,1,333,27
2,1,1,80,6
2,1,1,281,29
2,1,1,68,4
2,1,1,167,15
2,1,1,74,6
2,1,1,151,11
2,1,2,172,14
2,1,1,222,14
2,1,1,154,14
2,1,1,119,13
2,1,1,108,12
2,1,1,79,7
2,1,1,313,25
2,1,1,141,7
2,1,1,196,18
2,1,1,75,7
2,1,1,108,12
2,1,1,332,20
2,1,1,159,9
2,1,1,99,5
2,1,1,427,25
2,1,1,138,8
2,1,2,69,9
2,1,1,227,17
2,1,1,147,7
2,1,1,379,29
2,1,1,52,4
2,1,1,82,10
2,1,1,99,5
2,1,1,130,8
2,1,1,110,6
2,1,1,175,15
2,1,1,275,23
2,1,1,154,12
2,1,1,160,18
2,1,1,51,3
2,1,1,81,7
2,1,1,90,8
2,1,1,149,11
2,1,1,536,44
2,1,1,119,7
2,1,1,53,3
2,1,1,74,6
2,1,1,288,16
2,1,2,98,10
2,1,1,698,52
2,1,1,132,12
2,1,1,140,4
2,1,2,356,28
2,1,1,265,19
2,1,1,95,7
2,1,2,253,19
2,1,1,305,15
2,1,1,137,17
2,1,2,461,31
2,1,2,175,15
2,1,1,46,4
3,1,1,157,7
3,1,1,161,13
3,1,2,308,20
3,1,1,71,9
3,1,1,385,29
3,1,2,203,16
3,1,1,193,17
3,1,1,168,8
3,1,1,71,9
3,1,1,166,8
3,1,1,237,15
3,1,1,172,10
3,1,1,195,21
3,1,1,139,15
3,1,1,81,5
3,1,1,51,7
3,1,1,161,9
3,1,1,69,9
3,1,2,176,14
3,1,1,198,10
3,1,2,559,45
3,1,1,247,19
3,1,1,122,10
3,1,1,256,10
3,1,1,524,38
3,1,1,198,14
3,1,1,51,3
3,1,1,55,3
3,1,2,217,22
3,1,1,93,5
3,1,1,261,21
3,1,2,348,18
3,1,1,142,6
3,1,1,244,14
3,1,1,78,6
3,1,2,531,45
3,1,1,83,7
3,1,1,202,12
3,1,2,106,2
3,1,1,198,20
3,1,2,74,2
3,1,1,95,7
3,1,1,101,11
3,1,1,114,15
3,1,1,147,7
3,1,2,93,5
3,1,1,368,32
3,1,2,76,4
3,1,1,371,29
3,1,1,218,12
3,1,1,101,11
3,1,1,128,10
3,1,1,178,16
3,1,1,91,7
3,1,1,54,2
3,1,1,290,24
3,1,1,358,32
3,1,2,481,33
3,1,2,59,1
3,1,1,321,27
3,1,2,209,11
3,1,1,148,12
3,1,1,108,10
3,1,2,104,6
3,1,1,272,30
3,1,1,520,52
3,1,2,348,28
3,1,1,430,36
3,1,1,266,14
3,1,1,157,19
3,1,1,42,2
3,1,1,112,12
3,1,1,94,8
3,1,1,378,24
3,1,2,121,5
3,1,2,56,4
3,1,1,239,21
3,1,1,104,6
3,1,2,60,4
3,1,1,66,4
3,1,1,98,8
3,1,1,269,17
3,1,1,69,9
3,1,1,290,22
3,1,1,63,9
3,1,1,609,51
3,1,2,283,24
3,1,1,80,6
3,1,1,33,5
3,1,1,134,12
3,1,1,798,58
3,1,2,58,4
3,1,2,343,31
3,1,2,292,22
3,1,1,45,3
3,1,1,319,25
3,1,2,100,10
3,1,1,73,5
3,1,1,48,2
3,1,1,145,7
2,2,1,362,30
2,2,2,124,10
2,2,1,59,5
2,2,2,255,18
2,2,2,322,22
2,2,2,260,12
2,2,2,65,1
2,2,1,125,13
2,2,1,209,19
2,2,2,74,4
2,2,2,212,14
2,2,1,82,10
2,2,2,454,32
2,2,1,120,12
2,2,1,82,4
2,2,2,199,11
2,2,2,208,18
2,2,1,63,7
2,2,2,268,16
2,2,1,161,9
2,2,1,486,38
2,2,2,189,13
2,2,2,77,5
2,2,2,206,14
2,2,2,359,29
2,2,1,44,3
2,2,2,341,33
2,2,1,898,68
2,2,1,319,25
2,2,2,53,7
2,2,2,315,29
2,2,2,73,10
2,2,1,69,7
2,2,2,625,47
2,2,1,72,10
2,2,1,136,8
2,2,2,172,16
2,2,1,336,24
2,2,1,87,5
2,2,2,485,29
2,2,2,144,10
2,2,2,407,39
2,2,1,151,21
2,2,1,827,75
2,2,1,459,31
2,2,2,144,12
2,2,2,386,34
2,2,2,59,3
2,2,2,67,9
2,2,2,115,11
2,2,1,501,41
2,2,2,186,14
2,2,2,253,25
2,2,2,252,20
2,2,1,99,7
2,2,1,49,7
2,2,2,113,7
2,2,1,181,15
2,2,1,116,8
2,2,2,231,16
2,2,1,178,12
2,2,1,117,13
2,2,1,235,17
2,2,2,97,7
2,2,1,382,30
2,2,1,155,7
2,2,2,528,46
2,2,2,42,2
2,2,2,249,27
2,2,2,109,9
2,2,1,136,13
2,2,1,172,18
2,2,2,439,25
2,2,2,95,7
2,2,1,163,11
2,2,2,69,7
2,2,1,267,21
2,2,2,73,5
2,2,1,682,58
2,2,1,177,13
2,2,1,60,6
2,2,2,88,6
2,2,1,119,7
