Strategy 1,Strategy 2,winner,# cards played,wars
0 c,1,1,2600,5
0 c,1,1,2600,4
0 c,1,1,2600,5
0 c,1,2,2600,14
0 c,1,1,2600,41
0 c,1,2,2600,15
0 c,1,2,2600,6
0 c,1,1,2600,13
0 c,1,2,2600,39
0 c,1,2,2600,6
0 c,1,2,2600,18
0 c,1,2,2600,65
0 c,1,1,2600,1
0 c,1,1,2600,8
0 c,1,1,2600,4
0 c,1,1,2600,5
0 c,1,2,124,8
0 c,1,1,2600,6
0 c,1,1,2600,10
0 c,1,1,2600,4
0 c,1,1,2600,6
0 c,1,2,2600,18
0 c,1,1,2600,28
0 c,1,2,2600,7
0 c,1,2,2600,26
0 c,1,1,2600,10
0 c,1,2,2600,23
0 c,1,1,2600,3
0 c,1,1,2600,13
0 c,1,2,2600,26
0 c,1,1,2600,6
0 c,1,1,2600,12
0 c,1,1,2600,5
0 c,1,2,2600,11
0 c,1,2,2600,19
0 c,1,1,2600,10
0 c,1,2,2600,27
0 c,1,2,78,8
0 c,1,1,2600,2
0 c,1,1,2600,13
0 c,1,1,2600,3
0 c,1,2,2600,27
0 c,1,1,2600,49
0 c,1,2,358,6
0 c,1,1,2600,10
0 c,1,1,2600,7
0 c,1,1,2600,7
0 c,1,1,2600,7
0 c,1,1,2600,3
0 c,1,1,2600,8
0 c,1,1,2600,56
0 c,1,1,2600,4
0 c,1,1,2600,4
0 c,1,1,2600,29
0 c,1,1,2600,10
0 c,1,1,2600,4
0 c,1,2,2600,14
0 c,1,2,219,9
0 c,1,2,830,13
0 c,1,1,2600,53
0 c,1,1,2600,5
0 c,1,2,2600,6
0 c,1,1,2600,14
0 c,1,2,2600,20
0 c,1,2,2600,26
0 c,1,2,2600,11
0 c,1,2,2600,16
0 c,1,2,2600,21
0 c,1,1,2600,5
0 c,1,1,2600,5
0 c,1,1,2600,3
0 c,1,2,905,18
0 c,1,1,2600,10
0 c,1,1,2600,55
0 c,1,1,2600,6
0 c,1,2,2600,34
0 c,1,1,2600,145
0 c,1,2,2600,8
0 c,1,2,2600,6
0 c,1,1,2600,10
0 c,1,1,2600,3
1 c,1,2,126,8
1 c,1,1,25,1
1 c,1,1,76,6
1 c,1,2,288,18
1 c,1,1,26,0
1 c,1,1,109,9
1 c,1,1,73,5
1 c,1,1,23,3
1 c,1,1,25,1
1 c,1,1,54,6
1 c,1,2,166,18
1 c,1,1,60,8
1 c,1,2,82,6
1 c,1,2,233,17
1 c,1,2,83,9
1 c,1,1,40,2
1 c,1,2,104,8
1 c,1,2,128,8
1 c,1,2,132,10
1 c,1,1,35,1
1 c,1,1,22,4
1 c,1,1,25,1
1 c,1,2,91,5
1 c,1,1,55,9
1 c,1,1,24,2
1 c,1,1,25,1
1 c,1,1,28,4
1 c,1,2,132,6
1 c,1,2,129,9
1 c,1,1,81,5
1 c,1,2,90,4
1 c,1,1,129,11
1 c,1,2,310,20
1 c,1,1,25,1
1 c,1,2,230,16
1 c,1,1,25,1
1 c,1,1,104,4
1 c,1,2,118,10
1 c,1,2,86,6
1 c,1,2,200,12
1 c,1,1,25,1
1 c,1,2,107,3
1 c,1,2,207,17
1 c,1,1,24,2
1 c,1,1,26,0
1 c,1,1,22,4
1 c,1,1,25,1
1 c,1,1,59,5
1 c,1,2,110,8
1 c,1,2,115,7
1 c,1,1,39,5
1 c,1,1,232,22
1 c,1,2,120,8
1 c,1,1,31,3
1 c,1,2,59,9
1 c,1,1,26,0
1 c,1,2,267,17
1 c,1,1,173,15
1 c,1,1,47,5
1 c,1,2,71,7
1 c,1,1,24,2
1 c,1,1,89,3
1 c,1,1,30,0
1 c,1,2,181,15
1 c,1,1,82,6
1 c,1,2,270,18
1 c,1,2,209,19
1 c,1,2,419,27
1 c,1,1,24,2
1 c,1,2,150,6
1 c,1,1,139,13
1 c,1,1,305,21
1 c,1,2,102,14
1 c,1,2,193,17
1 c,1,2,275,15
1 c,1,2,344,18
1 c,1,1,46,2
1 c,1,2,104,8
1 c,1,2,76,4
1 c,1,1,37,1
1 c,1,2,169,9
1 c,1,2,33,1
1 c,1,2,191,13
1 c,1,1,30,0
1 c,1,2,100,8
1 c,1,1,24,2
1 c,1,1,78,4
1 c,1,2,179,9
1 c,1,1,147,13
1 c,1,2,212,10
1 c,1,1,72,4
1 c,1,2,280,14
1 c,1,2,55,3
1 c,1,1,25,1
1 c,1,1,23,3
1 c,1,1,24,2
1 c,1,1,24,2
1 c,1,1,26,4
1 c,1,1,141,9
1 c,1,1,24,2
2 c,0,1,24,2
2 c,0,1,33,5
2 c,0,1,294,20
2 c,0,1,187,13
2 c,0,1,23,3
2 c,0,1,26,1
2 c,0,1,25,1
2 c,0,1,28,4
2 c,0,1,25,1
2 c,0,1,35,1
2 c,0,2,96,6
2 c,0,1,25,1
2 c,0,2,47,3
2 c,0,1,225,13
2 c,0,1,62,2
2 c,0,1,88,2
2 c,0,1,128,11
2 c,0,1,26,0
2 c,0,1,154,5
2 c,0,1,117,9
2 c,0,1,26,0
2 c,0,1,85,5
2 c,0,1,64,2
2 c,0,1,26,2
2 c,0,1,27,1
2 c,0,1,85,7
2 c,0,1,26,0
2 c,0,1,345,26
2 c,0,1,25,1
2 c,0,1,25,1
2 c,0,1,138,12
2 c,0,2,124,6
2 c,0,1,46,4
2 c,0,1,164,20
2 c,0,1,112,8
2 c,0,2,198,12
2 c,0,1,221,15
2 c,0,1,52,4
2 c,0,1,120,6
2 c,0,2,135,5
2 c,0,1,25,1
2 c,0,1,60,2
2 c,0,1,24,3
2 c,0,2,110,6
2 c,0,2,214,16
2 c,0,1,71,8
2 c,0,1,92,6
2 c,0,1,25,1
2 c,0,1,410,18
2 c,0,1,90,3
2 c,0,1,76,2
2 c,0,2,233,13
2 c,0,1,133,7
2 c,0,1,386,26
2 c,0,1,224,10
2 c,0,1,30,2
2 c,0,1,141,9
2 c,0,1,26,0
2 c,0,1,92,3
2 c,0,1,25,1
2 c,0,1,87,9
2 c,0,1,24,1
2 c,0,1,77,7
2 c,0,1,72,8
2 c,0,1,121,5
2 c,0,1,25,1
2 c,0,1,24,2
2 c,0,1,25,1
2 c,0,1,24,1
2 c,0,2,224,14
2 c,0,1,24,2
2 c,0,2,121,9
2 c,0,1,56,6
2 c,0,1,119,11
2 c,0,1,25,1
2 c,0,1,282,15
2 c,0,1,25,1
2 c,0,1,107,13
2 c,0,1,133,11
2 c,0,1,84,10
2 c,0,2,458,30
2 c,0,1,209,15
2 c,0,1,25,5
2 c,0,1,51,3
2 c,0,1,235,15
2 c,0,1,140,12
2 c,0,1,119,9
2 c,0,1,28,4
2 c,0,1,25,1
2 c,0,1,119,9
2 c,0,1,25,1
2 c,0,1,62,2
2 c,0,2,142,12
2 c,0,1,153,15
2 c,0,1,24,2
2 c,0,1,24,2
2 c,0,1,97,17
2 c,0,1,24,2
2 c,0,1,24,0
2 c,0,1,79,5
2 c,1,1,28,2
2 c,1,1,220,20
2 c,1,1,71,5
2 c,1,1,83,5
2 c,1,1,33,3
2 c,1,1,25,1
2 c,1,1,139,11
2 c,1,1,492,44
2 c,1,1,24,2
2 c,1,1,207,21
2 c,1,1,74,4
2 c,1,1,26,2
2 c,1,1,24,2
2 c,1,1,75,5
2 c,1,1,28,2
2 c,1,1,362,26
2 c,1,2,274,14
2 c,1,1,83,9
2 c,1,1,25,1
2 c,1,1,145,11
2 c,1,1,280,24
2 c,1,1,26,0
2 c,1,1,119,11
2 c,1,1,23,3
2 c,1,2,141,7
2 c,1,2,105,5
2 c,1,1,156,18
2 c,1,1,24,2
2 c,1,2,214,12
2 c,1,1,158,10
2 c,1,1,54,6
2 c,1,1,89,7
2 c,1,1,82,6
2 c,1,1,23,3
2 c,1,1,23,3
2 c,1,1,26,2
2 c,1,2,232,20
2 c,1,1,34,4
2 c,1,1,150,14
2 c,1,1,182,10
2 c,1,1,272,20
2 c,1,1,31,5
2 c,1,1,158,10
2 c,1,1,24,2
2 c,1,1,24,2
2 c,1,1,102,8
2 c,1,2,279,25
2 c,1,1,323,27
2 c,1,1,25,1
2 c,1,1,50,2
2 c,1,1,25,1
2 c,1,1,25,1
2 c,1,1,23,3
2 c,1,1,24,2
2 c,1,1,327,25
2 c,1,2,107,11
2 c,1,2,175,11
2 c,1,1,24,2
2 c,1,1,222,14
2 c,1,2,462,34
2 c,1,1,23,3
2 c,1,1,23,3
2 c,1,1,88,14
2 c,1,2,111,9
2 c,1,1,121,7
2 c,1,2,147,11
2 c,1,1,50,2
2 c,1,2,212,12
2 c,1,1,23,3
2 c,1,2,80,8
2 c,1,1,25,3
2 c,1,1,109,7
2 c,1,1,25,1
2 c,1,1,23,3
2 c,1,1,25,1
2 c,1,1,59,5
2 c,1,2,231,19
2 c,1,2,222,14
2 c,1,1,26,2
2 c,1,1,92,4
2 c,1,1,113,13
2 c,1,1,24,2
2 c,1,1,95,9
2 c,1,1,25,1
2 c,1,2,86,6
2 c,1,2,190,16
2 c,1,1,78,6
2 c,1,1,31,3
2 c,1,1,23,3
2 c,1,1,64,4
2 c,1,1,39,3
2 c,1,1,108,8
2 c,1,1,177,13
2 c,1,1,25,3
2 c,1,2,254,12
2 c,1,1,27,1
2 c,1,1,269,15
2 c,1,1,53,5
2 c,1,2,296,16
2 c,1,2,358,16
2 c,2,2,131,9
2 c,2,1,145,11
2 c,2,2,278,16
2 c,2,2,249,23
2 c,2,1,25,1
2 c,2,1,112,8
2 c,2,1,79,7
2 c,2,2,129,9
2 c,2,2,147,11
2 c,2,1,29,1
2 c,2,1,26,2
2 c,2,1,87,7
2 c,2,2,245,21
2 c,2,2,224,14
2 c,2,2,81,7
2 c,2,2,47,3
2 c,2,1,364,20
2 c,2,2,188,10
2 c,2,2,194,14
2 c,2,1,64,6
2 c,2,2,106,8
2 c,2,2,93,7
2 c,2,2,160,6
2 c,2,1,101,7
2 c,2,1,163,7
2 c,2,2,189,19
2 c,2,2,203,11
2 c,2,2,124,14
2 c,2,2,102,8
2 c,2,1,167,11
2 c,2,1,64,2
2 c,2,2,132,8
2 c,2,1,206,12
2 c,2,1,63,5
2 c,2,1,181,15
2 c,2,1,155,15
2 c,2,1,31,3
2 c,2,1,71,7
2 c,2,2,165,11
2 c,2,1,266,18
2 c,2,2,215,17
2 c,2,1,129,9
2 c,2,2,68,6
2 c,2,2,114,10
2 c,2,1,90,4
2 c,2,1,125,7
2 c,2,2,100,12
2 c,2,2,58,6
2 c,2,1,32,0
2 c,2,1,22,4
2 c,2,1,183,19
2 c,2,2,121,5
2 c,2,2,241,15
2 c,2,1,104,6
2 c,2,1,53,5
2 c,2,2,228,16
2 c,2,2,55,7
2 c,2,2,153,9
2 c,2,1,22,4
2 c,2,2,66,10
2 c,2,1,171,13
2 c,2,1,51,3
2 c,2,2,168,12
2 c,2,2,124,8
2 c,2,1,161,13
2 c,2,2,94,10
2 c,2,2,156,16
2 c,2,2,122,11
2 c,2,2,133,5
2 c,2,1,86,6
2 c,2,1,58,6
2 c,2,1,61,3
2 c,2,2,63,5
2 c,2,1,97,7
2 c,2,2,73,5
2 c,2,2,137,6
2 c,2,1,148,14
2 c,2,1,59,3
2 c,2,1,25,1
2 c,2,1,23,3
2 c,2,1,24,2
2 c,2,2,272,20
2 c,2,1,131,7
2 c,2,1,24,2
2 c,2,2,231,13
2 c,2,1,23,3
2 c,2,1,132,12
2 c,2,1,28,2
2 c,2,1,78,4
2 c,2,2,98,12
2 c,2,2,117,13
2 c,2,1,181,13
2 c,2,2,182,10
2 c,2,1,143,9
2 c,2,2,183,11
2 c,2,1,24,2
2 c,2,1,35,3
2 c,2,2,225,13
2 c,2,2,72,4
2 c,2,2,94,6
3 c,0,1,25,1
3 c,0,1,205,17
3 c,0,1,31,1
3 c,0,2,308,16
3 c,0,2,225,9
3 c,0,1,25,1
3 c,0,1,25,1
3 c,0,1,295,27
3 c,0,1,64,1
3 c,0,1,96,8
3 c,0,1,23,3
3 c,0,2,181,7
3 c,0,2,211,9
3 c,0,1,123,9
3 c,0,1,53,5
3 c,0,1,24,2
3 c,0,1,35,1
3 c,0,1,36,2
3 c,0,1,176,18
3 c,0,1,23,3
3 c,0,1,185,15
3 c,0,2,152,2
3 c,0,2,108,8
3 c,0,2,178,6
3 c,0,1,24,2
3 c,0,1,53,2
3 c,0,1,439,23
3 c,0,2,224,16
3 c,0,1,190,10
3 c,0,1,38,0
3 c,0,1,24,2
3 c,0,2,335,21
3 c,0,1,29,1
3 c,0,1,29,1
3 c,0,2,193,7
3 c,0,1,393,24
3 c,0,1,24,2
3 c,0,1,25,1
3 c,0,1,109,7
3 c,0,1,63,3
3 c,0,1,23,1
3 c,0,1,70,2
3 c,0,1,24,2
3 c,0,1,132,9
3 c,0,2,412,24
3 c,0,1,25,3
3 c,0,1,76,8
3 c,0,2,358,22
3 c,0,1,90,2
3 c,0,2,298,12
3 c,0,2,231,11
3 c,0,1,120,8
3 c,0,1,26,0
3 c,0,1,45,3
3 c,0,1,25,1
3 c,0,1,33,2
3 c,0,1,113,9
3 c,0,1,56,4
3 c,0,1,159,13
3 c,0,1,256,20
3 c,0,2,518,28
3 c,0,2,259,11
3 c,0,1,156,14
3 c,0,1,56,4
3 c,0,1,25,1
3 c,0,1,80,4
3 c,0,1,89,3
3 c,0,1,25,1
3 c,0,1,42,4
3 c,0,1,376,24
3 c,0,1,134,6
3 c,0,1,63,5
3 c,0,1,24,2
3 c,0,1,25,1
3 c,0,1,46,2
3 c,0,2,171,7
3 c,0,2,109,5
3 c,0,1,24,1
3 c,0,1,114,8
3 c,0,1,25,1
3 c,0,1,69,3
3 c,0,1,162,14
3 c,0,1,34,2
3 c,0,2,212,10
3 c,0,1,23,3
3 c,0,1,24,1
3 c,0,1,48,2
3 c,0,1,154,11
3 c,0,1,180,18
3 c,0,1,185,7
3 c,0,1,23,3
3 c,0,1,162,8
3 c,0,1,515,35
3 c,0,1,22,2
3 c,0,1,24,2
3 c,0,1,103,7
3 c,0,1,31,1
3 c,0,1,25,2
3 c,0,1,55,4
3 c,0,1,27,1
3 c,1,1,25,1
3 c,1,1,40,2
3 c,1,1,32,2
3 c,1,1,192,14
3 c,1,1,116,8
3 c,1,1,26,0
3 c,1,2,94,10
3 c,1,2,100,9
3 c,1,1,100,10
3 c,1,1,43,5
3 c,1,1,24,2
3 c,1,1,25,3
3 c,1,1,26,0
3 c,1,2,80,8
3 c,1,1,26,0
3 c,1,1,33,1
3 c,1,1,25,1
3 c,1,2,184,6
3 c,1,2,265,15
3 c,1,1,55,5
3 c,1,1,78,6
3 c,1,2,152,10
3 c,1,1,255,15
3 c,1,1,30,2
3 c,1,1,132,8
3 c,1,1,112,4
3 c,1,1,159,13
3 c,1,1,24,2
3 c,1,1,25,3
3 c,1,1,24,2
3 c,1,1,26,2
3 c,1,2,202,11
3 c,1,1,26,0
3 c,1,1,25,1
3 c,1,1,26,2
3 c,1,1,47,5
3 c,1,1,86,6
3 c,1,1,274,14
3 c,1,1,33,1
3 c,1,1,24,2
3 c,1,1,24,2
3 c,1,1,99,7
3 c,1,1,31,5
3 c,1,1,397,39
3 c,1,1,23,3
3 c,1,1,239,11
3 c,1,1,24,2
3 c,1,2,299,21
3 c,1,1,25,1
3 c,1,1,24,2
3 c,1,1,156,10
3 c,1,1,25,3
3 c,1,1,64,2
3 c,1,1,154,12
3 c,1,1,227,11
3 c,1,1,25,1
3 c,1,1,23,3
3 c,1,1,26,0
3 c,1,1,24,2
3 c,1,2,228,14
3 c,1,1,25,1
3 c,1,1,24,2
3 c,1,1,188,16
3 c,1,1,196,16
3 c,1,2,248,14
3 c,1,1,273,15
3 c,1,2,183,7
3 c,1,2,219,13
3 c,1,1,102,12
3 c,1,1,160,10
3 c,1,1,24,2
3 c,1,1,24,2
3 c,1,1,32,2
3 c,1,1,168,12
3 c,1,2,438,30
3 c,1,1,24,2
3 c,1,1,25,1
3 c,1,1,26,0
3 c,1,1,26,0
3 c,1,1,23,3
3 c,1,1,24,2
3 c,1,2,132,8
3 c,1,1,107,7
3 c,1,1,53,9
3 c,1,1,24,2
3 c,1,1,26,0
3 c,1,2,232,14
3 c,1,1,25,3
3 c,1,2,271,21
3 c,1,2,198,14
3 c,1,1,94,8
3 c,1,1,37,3
3 c,1,1,25,1
3 c,1,1,26,2
3 c,1,1,91,5
3 c,1,1,25,1
3 c,1,1,143,9
3 c,1,1,26,2
3 c,1,1,79,5
3 c,1,2,199,11
3 c,2,2,155,3
3 c,2,1,25,1
3 c,2,1,268,22
3 c,2,1,149,11
3 c,2,2,87,5
3 c,2,2,349,25
3 c,2,2,96,4
3 c,2,2,211,17
3 c,2,2,244,22
3 c,2,1,27,1
3 c,2,1,98,8
3 c,2,2,302,18
3 c,2,1,88,6
3 c,2,2,115,11
3 c,2,1,25,1
3 c,2,1,25,1
3 c,2,2,383,21
3 c,2,2,232,18
3 c,2,2,152,9
3 c,2,1,504,30
3 c,2,1,160,6
3 c,2,2,74,4
3 c,2,1,24,2
3 c,2,1,159,15
3 c,2,1,60,4
3 c,2,2,378,28
3 c,2,1,96,6
3 c,2,1,25,1
3 c,2,1,43,3
3 c,2,1,101,7
3 c,2,1,23,3
3 c,2,1,127,7
3 c,2,2,81,5
3 c,2,1,82,6
3 c,2,2,97,9
3 c,2,1,24,2
3 c,2,1,81,5
3 c,2,2,287,21
3 c,2,2,105,7
3 c,2,2,135,9
3 c,2,2,89,5
3 c,2,2,109,5
3 c,2,1,25,1
3 c,2,2,199,12
3 c,2,2,203,13
3 c,2,2,432,32
3 c,2,2,226,18
3 c,2,1,41,3
3 c,2,2,183,25
3 c,2,1,53,5
3 c,2,2,135,15
3 c,2,1,129,9
3 c,2,1,134,8
3 c,2,1,248,16
3 c,2,2,162,10
3 c,2,1,28,0
3 c,2,2,252,20
3 c,2,1,149,15
3 c,2,2,87,11
3 c,2,1,24,2
3 c,2,2,232,22
3 c,2,1,327,25
3 c,2,1,27,3
3 c,2,1,162,10
3 c,2,1,158,12
3 c,2,1,80,10
3 c,2,2,65,6
3 c,2,2,49,3
3 c,2,2,108,8
3 c,2,2,147,7
3 c,2,1,25,1
3 c,2,2,191,9
3 c,2,2,71,5
3 c,2,2,150,6
3 c,2,1,27,1
3 c,2,1,200,20
3 c,2,2,38,2
3 c,2,2,244,18
3 c,2,1,26,0
3 c,2,1,25,1
3 c,2,1,190,12
3 c,2,2,243,16
3 c,2,2,87,7
3 c,2,1,68,6
3 c,2,2,117,7
3 c,2,1,131,11
3 c,2,1,130,8
3 c,2,1,82,4
3 c,2,2,110,10
3 c,2,2,262,13
3 c,2,2,113,7
3 c,2,2,82,10
3 c,2,2,320,22
3 c,2,1,254,20
3 c,2,2,250,18
3 c,2,2,69,5
3 c,2,2,83,7
3 c,2,1,25,1
3 c,2,2,76,2
3 c,2,2,109,7
,,,,
3 c,3,2,192,14
3 c,3,1,35,1
3 c,3,2,93,5
3 c,3,1,25,1
3 c,3,2,71,7
3 c,3,1,24,2
3 c,3,1,25,1
3 c,3,2,73,5
3 c,3,2,64,6
3 c,3,2,57,7
3 c,3,1,23,3
3 c,3,2,209,21
3 c,3,2,124,10
3 c,3,1,108,8
3 c,3,1,136,10
3 c,3,2,253,19
3 c,3,1,242,14
3 c,3,2,145,9
3 c,3,2,76,4
3 c,3,2,147,11
3 c,3,1,25,1
3 c,3,1,100,6
3 c,3,1,79,7
3 c,3,1,60,2
3 c,3,1,24,2
3 c,3,2,184,18
3 c,3,2,2600,14
3 c,3,2,175,15
3 c,3,2,74,6
3 c,3,1,24,2
3 c,3,2,160,6
3 c,3,2,438,32
3 c,3,2,95,13
3 c,3,2,187,11
3 c,3,1,52,4
3 c,3,1,165,15
3 c,3,1,185,13
3 c,3,2,231,13
3 c,3,1,211,19
3 c,3,1,25,1
3 c,3,1,31,1
3 c,3,2,230,18
3 c,3,2,329,15
3 c,3,1,25,1
3 c,3,1,174,18
3 c,3,1,25,1
3 c,3,1,145,19
3 c,3,1,36,4
3 c,3,2,231,21
3 c,3,1,46,6
3 c,3,2,122,10
3 c,3,1,142,14
3 c,3,1,26,0
3 c,3,1,57,7
3 c,3,1,24,2
3 c,3,2,166,8
3 c,3,1,323,19
3 c,3,1,27,1
3 c,3,1,66,6
3 c,3,1,104,10
3 c,3,1,95,9
3 c,3,1,56,8
3 c,3,2,277,19
3 c,3,1,25,1
3 c,3,1,25,1
3 c,3,2,73,5
3 c,3,2,106,6
3 c,3,1,102,6
3 c,3,2,392,23
3 c,3,2,59,3
3 c,3,2,83,1
3 c,3,1,54,4
3 c,3,2,127,7
3 c,3,1,28,2
3 c,3,1,358,26
3 c,3,2,109,7
3 c,3,1,23,3
3 c,3,1,25,1
3 c,3,1,64,6
3 c,3,1,41,3
3 c,3,1,156,8
3 c,3,1,77,5
3 c,3,2,234,18
3 c,3,1,27,1
3 c,3,2,78,2
3 c,3,2,185,17
3 c,3,2,66,4
3 c,3,1,170,14
3 c,3,1,48,2
3 c,3,1,49,1
3 c,3,1,65,7
3 c,3,2,56,4
3 c,3,2,226,18
3 c,3,1,26,0
3 c,3,2,72,10
3 c,3,2,2600,16
3 c,3,1,91,9
3 c,3,1,111,13
3 c,3,1,209,11
3 c,3,1,23,3
1,1,1,203,15
1,1,1,144,12
1,1,2,194,12
1,1,1,605,47
1,1,1,233,11
1,1,1,75,3
1,1,1,179,13
1,1,2,223,17
1,1,1,229,18
1,1,1,83,3
1,1,2,72,6
1,1,1,127,7
1,1,2,194,14
1,1,2,203,13
1,1,1,50,2
1,1,2,214,16
1,1,2,102,6
1,1,2,148,8
1,1,1,80,6
1,1,2,148,8
1,1,1,327,21
1,1,2,500,40
1,1,2,64,3
1,1,2,169,13
1,1,2,59,3
1,1,1,241,17
1,1,2,124,14
1,1,1,102,6
1,1,2,281,11
1,1,1,380,32
1,1,2,180,12
1,1,1,109,11
1,1,1,816,56
1,1,1,137,7
1,1,2,337,25
1,1,2,468,38
1,1,1,196,12
1,1,2,135,11
1,1,1,94,10
1,1,1,125,11
1,1,2,411,23
1,1,1,148,12
1,1,2,491,43
1,1,1,209,11
1,1,1,40,4
1,1,1,314,20
1,1,2,132,12
1,1,2,228,20
1,1,1,156,12
1,1,1,1656,124
1,1,1,76,6
1,1,1,98,4
1,1,1,52,6
1,1,2,190,12
1,1,2,492,38
1,1,2,363,33
1,1,2,240,14
1,1,2,203,13
1,1,2,245,17
1,1,2,113,7
1,1,2,550,52
1,1,1,103,7
1,1,2,71,7
1,1,2,192,16
1,1,2,148,14
1,1,1,368,26
1,1,2,416,32
1,1,2,339,27
1,1,1,75,11
1,1,2,192,16
1,1,1,385,39
1,1,2,97,7
1,1,1,366,26
1,1,2,171,13
1,1,1,287,15
1,1,2,428,30
1,1,1,340,26
1,1,2,144,12
1,1,1,635,49
1,1,2,117,3
1,1,2,535,35
1,1,1,338,26
1,1,1,101,9
1,1,2,81,3
1,1,2,107,7
1,1,2,984,74
1,1,1,357,23
1,1,1,322,24
1,1,1,535,29
1,1,1,188,16
1,1,1,566,40
1,1,2,97,9
1,1,2,58,8
1,1,2,108,6
1,1,2,100,4
1,1,1,77,9
1,1,1,278,20
1,1,1,127,9
1,1,1,210,20
1,1,2,51,5
2,0,1,235,12
2,0,1,2600,18
2,0,1,2600,11
2,0,1,2600,8
2,0,1,2600,19
2,0,1,423,9
2,0,1,2600,10
2,0,1,2600,6
2,0,1,907,9
2,0,1,2600,11
2,0,1,1557,15
2,0,1,818,18
2,0,1,718,8
2,0,1,391,5
2,0,2,2600,6
2,0,1,66,2
2,0,1,955,25
2,0,1,668,16
2,0,1,942,22
2,0,1,622,16
2,0,1,2600,8
2,0,1,60,5
2,0,1,2600,25
2,0,1,194,6
2,0,1,2600,11
2,0,1,139,5
2,0,1,900,22
2,0,1,155,7
2,0,2,2600,18
2,0,1,62,7
2,0,1,879,23
2,0,1,174,8
2,0,1,2600,30
2,0,1,427,17
2,0,1,2600,16
2,0,1,742,30
2,0,1,2600,7
2,0,1,2600,7
2,0,1,2600,12
2,0,1,63,6
2,0,1,1052,8
2,0,1,1285,33
2,0,1,2600,21
2,0,1,183,11
2,0,1,47,3
2,0,1,812,18
2,0,2,2600,5
2,0,1,2600,21
2,0,1,308,10
2,0,1,1103,11
2,0,1,76,6
2,0,1,543,11
2,0,1,561,9
2,0,1,1120,26
2,0,1,2600,15
2,0,1,2600,7
2,0,1,2600,5
2,0,2,2600,4
2,0,2,2600,14
2,0,1,1217,23
2,0,1,820,18
2,0,1,2600,22
2,0,1,303,9
2,0,1,2600,18
2,0,1,534,21
2,0,1,2600,12
2,0,1,130,7
2,0,1,1859,27
2,0,1,252,12
2,0,1,2600,6
2,0,1,2600,12
2,0,1,2600,10
2,0,1,326,10
2,0,1,1956,32
2,0,1,502,10
2,0,1,56,5
2,0,1,1293,25
2,0,1,2600,17
2,0,1,2600,26
2,0,1,2600,5
2,0,1,1915,33
2,0,1,2600,14
2,0,1,469,13
2,0,1,2129,21
2,0,1,2600,8
2,0,1,2600,8
2,0,1,2600,13
2,0,1,380,12
2,0,1,2600,16
2,0,1,2600,17
2,0,1,2600,24
2,0,1,2600,10
2,0,1,2600,12
2,0,1,597,16
2,0,1,1651,29
2,0,1,2600,20
2,0,1,200,7
2,0,1,2600,4
2,0,1,1311,25
2,0,1,762,23
2,1,1,277,29
2,1,2,174,16
2,1,2,99,3
2,1,1,75,5
2,1,1,230,16
2,1,1,142,12
2,1,1,230,18
2,1,1,81,7
2,1,1,134,6
2,1,1,205,19
2,1,1,107,5
2,1,1,153,15
2,1,2,124,6
2,1,1,305,23
2,1,1,759,61
2,1,1,164,14
2,1,1,230,18
2,1,1,30,2
2,1,1,143,9
2,1,1,231,9
2,1,2,231,17
2,1,2,101,1
2,1,1,160,20
2,1,1,423,29
2,1,2,42,2
2,1,1,97,9
2,1,1,101,5
2,1,1,243,17
2,1,1,545,41
2,1,2,100,10
2,1,1,62,6
2,1,1,93,9
2,1,2,51,3
2,1,1,191,15
2,1,1,124,12
2,1,1,55,3
2,1,1,30,4
2,1,1,228,18
2,1,1,161,13
2,1,2,119,5
2,1,1,354,30
2,1,1,140,10
2,1,1,50,4
2,1,1,59,5
2,1,2,59,3
2,1,1,416,36
2,1,1,350,12
2,1,1,534,48
2,1,1,69,5
2,1,1,83,7
2,1,1,108,8
2,1,1,221,11
2,1,2,448,38
2,1,1,144,16
2,1,1,38,2
2,1,2,345,21
2,1,1,69,5
2,1,1,69,1
2,1,1,91,9
2,1,1,66,6
2,1,1,239,27
2,1,1,375,21
2,1,1,79,5
2,1,1,392,24
2,1,1,127,13
2,1,1,242,20
2,1,1,340,26
2,1,1,94,6
2,1,1,194,16
2,1,2,183,19
2,1,2,112,10
2,1,1,231,19
2,1,1,497,43
2,1,1,104,8
2,1,1,277,25
2,1,1,196,12
2,1,1,648,38
2,1,1,28,6
2,1,1,112,10
2,1,1,217,15
2,1,2,200,10
2,1,2,358,24
2,1,1,74,10
2,1,1,48,6
2,1,1,76,6
2,1,1,186,18
2,1,2,510,40
2,1,1,215,21
2,1,2,167,11
2,1,1,75,5
2,1,1,268,28
2,1,2,97,5
2,1,1,56,2
2,1,1,54,4
2,1,1,300,18
2,1,1,55,7
2,1,1,63,1
2,1,1,187,15
2,1,1,61,5
2,1,1,153,11
2,2,1,59,1
2,2,1,63,8
2,2,2,454,30
2,2,1,56,4
2,2,1,154,14
2,2,2,110,10
2,2,2,62,4
2,2,2,611,45
2,2,2,77,5
2,2,1,188,8
2,2,2,184,14
2,2,2,331,43
2,2,1,87,5
2,2,2,474,34
2,2,2,61,3
2,2,1,121,5
2,2,2,179,9
2,2,2,160,12
2,2,1,133,7
2,2,2,171,13
2,2,1,155,17
2,2,1,61,5
2,2,2,148,8
2,2,1,364,40
2,2,1,82,6
2,2,2,111,7
